created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,Sentiment Analysis (Label)
Fri Jul 30 23:59:50 +0000 2021,1.4212592727347855e+18,"@KenJohnsonUSA @princeuthmon The vaccine does not always prevent you from getting Covid. It lessens the chance that you might get it, as well as lessening the effects of the virus.",0.0,0.0,0,0.0,en,2565449209,1421114828597436423,Sailorchronos,https://twitter.com/Sailorchronos/status/1421259272734785541,Positive
Fri Jul 30 23:59:47 +0000 2021,1.421259258075693e+18,"New from JSOnline and PackersNews: Aaron Rodgers dazzles on third-and-goal plays, Packers lag in COVID vaccines and more from training camp https://t.co/JVRHbCIgpH #Packers",0.0,1.0,1,6.0,en,62173133,1421259258075693064,TomSilverstein,https://twitter.com/TomSilverstein/status/1421259258075693064,Neutral
Fri Jul 30 23:59:46 +0000 2021,1.4212592531138929e+18,I don’t understand how people don’t realize the covid vaccine doesn’t necessarily prevent you from getting covid.. but it does prevent you from DYING from covid 🤦🏽‍♂️,0.0,0.0,0,5.0,en,1022902532824342528,1421259253113892867,LeeJay14_,https://twitter.com/LeeJay14_/status/1421259253113892867,Positive
Fri Jul 30 23:59:44 +0000 2021,1.4212592450732728e+18,@Gold_Member710 @ArieMaxCharles no one ever said the vaccine was 100% going to protect every person who gets it from covid bozo😂 you clearly don’t know how vaccines work,0.0,2.0,0,1.0,en,3461333533,1420787916687646726,ccassiesmithh,https://twitter.com/ccassiesmithh/status/1421259245073272838,Positive
Fri Jul 30 23:59:33 +0000 2021,1.4212591975813407e+18,"Was stop the spread"" another noble lie? Seems like it.  #COVID19 #CovidVaccine #ThursdayThoughts #FridayFitness""",0.0,0.0,0,0.0,en,985879226,1421259197581340675,truth_campaign,https://twitter.com/truth_campaign/status/1421259197581340675,Negative
Fri Jul 30 23:59:31 +0000 2021,1.4212591920699924e+18,"The one thing I hate the most is the health conspiracy theorists “I don’t know what the COVID vaccine has” lookin ass, mfs don’t know wtf that Taco Bell meat is either but y’all sure as fuck still putting that in yall body aren’t y’all",0.0,1.0,3,5.0,en,838873458,1421259192069992456,Crenaay,https://twitter.com/Crenaay/status/1421259192069992456,Positive
Fri Jul 30 23:59:31 +0000 2021,1.4212591894778552e+18,"@Truth_16 @AP Covid has increased stillborn births and affects the child’s growth percentile. The vaccine is safe for pregnancy, COVID is not.",0.0,3.0,0,8.0,en,42979407,1421257063913689089,lokilokai,https://twitter.com/lokilokai/status/1421259189477855233,Positive
Fri Jul 30 23:59:30 +0000 2021,1.4212591883411456e+18,@mattyglesias The harassed are not anti-covid vaccine people. It's the opposite!   The people who get the vaccine and/or wear masks are the ones mocked.   But you could not tell if you only read op-eds at @nytopinion @washingtonpost etc.  Who cares about reality? GOP talking points are fun!,0.0,0.0,0,0.0,en,974492270413062145,1421153887629848584,IT_not_real,https://twitter.com/IT_not_real/status/1421259188341145601,Neutral
Fri Jul 30 23:59:30 +0000 2021,1.42125918556885e+18,"@Vinny48477162 @phillip_vote22 @POTUS @FoxNews If you get COVID, it will be too late for the vaccine to save you from suffering &amp  you could pass it on to the people you care more about than a political decision about a medical/health matter.",0.0,1.0,0,0.0,en,804219825702604800,1420846748759646209,Peggysuz2017,https://twitter.com/Peggysuz2017/status/1421259185568849923,Neutral
Fri Jul 30 23:59:28 +0000 2021,1.4212591798854246e+18,@141percent @shydog007 @Timcast Stop spreading misinformation. The Pfizer vaccine was found to be 94% effective against COVID-19 hospitalization among fully vaccinated adults. https://t.co/19ou84wlvY,0.0,0.0,0,2.0,en,748753837054308353,1421209380041723924,a_wed_wose,https://twitter.com/a_wed_wose/status/1421259179885424643,Positive
Fri Jul 30 23:59:18 +0000 2021,1.421259136054874e+18,"@swani741 @AlexBerenson Those are chickens, not people, and that’s not the covid vaccine. Other than that, spot on",0.0,0.0,0,0.0,en,395760724,1420947464581001218,dave_m_,https://twitter.com/dave_m_/status/1421259136054874116,Neutral
Fri Jul 30 23:59:17 +0000 2021,1.4212591338446602e+18,"@groovy_tony The vaccine is proven to work"" but you can still get covid and still spread covid. https://t.co/O3TlyvNwMj""",0.0,0.0,0,0.0,en,48215795,1420906284971405312,MartyMaar,https://twitter.com/MartyMaar/status/1421259133844660224,Positive
Fri Jul 30 23:59:17 +0000 2021,1.4212591324730245e+18,@levparnas @GovRonDeSantis @NikkiFried Wishing Covid goes away won’t make it so. Saying it’s going away won’t make it so. Masks and vaccines are your two options. How the Governor can be so dense baffles me.,0.0,0.0,0,0.0,en,3345238775,1421220781627953152,forgrands,https://twitter.com/forgrands/status/1421259132473024514,Neutral
Fri Jul 30 23:59:11 +0000 2021,1.4212591088508396e+18,@GBenebo @sweetnlow19 @bennyjohnson Vaccines are helping people not die from covid. Nobody ever said they were 100% that means there still is a chance of getting covid but not dying from it. This Delta variant is stronger and highly contagious.,0.0,1.0,0,0.0,en,27016703,1420855004613775370,Imaladyone,https://twitter.com/Imaladyone/status/1421259108850839554,Positive
Fri Jul 30 23:59:06 +0000 2021,1.421259087241642e+18,"Reading articles of people Dying from COVID because they wanted to see the long term effects of the vaccine, but they overlook the short term problem which was death from COVID 🤦🏻‍♂️  We are witnessing the Darwin Awards in real-time people.",0.0,0.0,0,1.0,en,33436917,1421259087241641994,Legendary_twch,https://twitter.com/Legendary_twch/status/1421259087241641994,Positive
Fri Jul 30 23:59:04 +0000 2021,1.4212590768859136e+18,State and federal governments can't force people to receive the Covid vaccine against their will. But lawmakers may be able to create a mandate that imposes consequences for not being vaccinated. So they’ll force compliance which goes against medical ethics and human rights.,0.0,0.0,0,2.0,en,836573844357906432,1421259076885913602,Liberallogic5,https://twitter.com/Liberallogic5/status/1421259076885913602,Negative
Fri Jul 30 23:59:03 +0000 2021,1.4212590720206152e+18,Once the vaccine for Covid runs it's course they'll have to start on a vaccine for the Trump Derangement Syndrome! 2022 is around the corner then it's ahead to 2024!,0.0,0.0,0,0.0,en,882687872352096258,1421259072020615173,EDDMorgan3,https://twitter.com/EDDMorgan3/status/1421259072020615173,Neutral
Fri Jul 30 23:59:02 +0000 2021,1.4212590712655255e+18,@fmtoday that makes covid vaccines highly profitable in the long run,0.0,0.0,0,0.0,en,708674898,1421124066740633603,ninjajoe65,https://twitter.com/ninjajoe65/status/1421259071265525762,Negative
Fri Jul 30 23:59:02 +0000 2021,1.421259069206188e+18,"‘Covid-19 Vaccine Tracker: Latest Updates’  “Researchers are currently testing 98 vaccines in clinical trials on humans, and 32 have reached the final stages of testing. At least 77 preclinical vaccines are under active investigation in animals.”  https://t.co/YkJXGOwTjf",0.0,0.0,0,0.0,en,325851390,1421259069206188039,IvelisseArroyo,https://twitter.com/IvelisseArroyo/status/1421259069206188039,Positive
Fri Jul 30 23:58:59 +0000 2021,1.421259055184634e+18,"its not the law anymore i get it , but the last thing we need is for a variant of COVID to form that is immune to the vaccine…",0.0,0.0,0,1.0,en,610506743,1421256866563244034,kcarauz,https://twitter.com/kcarauz/status/1421259055184633859,Neutral
Fri Jul 30 23:58:58 +0000 2021,1.4212590513803305e+18,It's about time!  #VaccinesWork #GetVaccinated #GetVaccinatedNow #doyourpart #CovidIsNotOver #CovidVaccine #DeltaVariant #vaccinated #VaccinesSaveLives #COVID19 #coronavirus #unvaccinated #LongCovid #CoronavirusPandemic #MaskUp #Disney #Disneyland,0.0,0.0,0,0.0,en,994989268958232576,1421259051380330500,BibliophileLiz,https://twitter.com/BibliophileLiz/status/1421259051380330500,Positive
Fri Jul 30 23:58:57 +0000 2021,1.4212590485493391e+18,CDC director tells Bret Baier government 'looking into' potential COVID-19 vaccine mandate  https://t.co/dNUbLCsJvp Biden/Harris and the cdc looking at forced vaccines,0.0,1.0,0,0.0,en,1284954074,1421259048549339141,texasgbp,https://twitter.com/texasgbp/status/1421259048549339141,Positive
Fri Jul 30 23:58:54 +0000 2021,1.421259035450372e+18,"Good! And once kids can have the COVID vaccine, do it for guests, too.",0.0,0.0,0,3.0,en,23074629,1421259035450372097,carriecrevel,https://twitter.com/carriecrevel/status/1421259035450372097,Positive
Fri Jul 30 23:58:54 +0000 2021,1.4212590351483085e+18,More Tests Say METAL in &amp apos Vaccine&amp apos  - Majority of Hospitalized &amp apos COVID&amp apos  Patients &amp apos Vaccinated&amp apos  https://t.co/h2FFGBD2ec,0.0,0.0,0,0.0,en,1037830767198388225,1421259035148308483,BelleciSteve,https://twitter.com/BelleciSteve/status/1421259035148308483,Neutral
Fri Jul 30 23:58:54 +0000 2021,1.4212590351023882e+18,My brother in law flies into #Dallas tomorrow from his home in Las Vegas. His wife has #Covid NOW. She is not doing well. He will board an airplane having taken zero precautions. He doesn’t believe in the vaccine. He doesn’t wear a mask. #COVID19 #lasvegas @SouthwestAir,0.0,1.0,1,2.0,en,929211654944051200,1421259035102388224,whterrell,https://twitter.com/whterrell/status/1421259035102388224,Negative
Fri Jul 30 23:58:52 +0000 2021,1.4212590253674127e+18,"@WR4NYGov So to be clear, once and for all, do Covid vaccines work? CDC: https://t.co/VGvVF7B17S",0.0,0.0,0,1.0,en,2649020540,1421222060181831684,WillingAndreT,https://twitter.com/WillingAndreT/status/1421259025367412738,Neutral
Fri Jul 30 23:58:50 +0000 2021,1.421259018279035e+18,@ABCPolitics Great to see the truth coming out confirming that the vaccine hasn’t worked to slow the spread of covid. Unfortunately the negative long term effect are not known…. Any thinking responsible person would be crazy to take the jab.,0.0,1.0,0,0.0,en,260537350,1421164295602294786,wallstreetweet,https://twitter.com/wallstreetweet/status/1421259018279034883,Negative
Fri Jul 30 23:58:49 +0000 2021,1.4212590127675515e+18,@RepVernonJones Putting Georgia first means stopping the spread of Covid and saving lives. Masks and vaccines save lives.,0.0,0.0,0,0.0,en,353387170,1421175822644355074,noextinction12,https://twitter.com/noextinction12/status/1421259012767551489,Positive
Fri Jul 30 23:58:48 +0000 2021,1.4212590117485036e+18,"@MaxBlumenthal I dunno actually. Why? Because I think a COVID-19 vaccine top-up will be rolled into the seasonal flu jab, and this (CNN article) promotes the idea of a varient actually developing/evolving...so, pharma gets an extra top-up in cash on a permanent basis of population health needs!",0.0,0.0,0,3.0,en,1591286180,1421221149246111749,AtchaJohn,https://twitter.com/AtchaJohn/status/1421259011748503552,Negative
Fri Jul 30 23:58:45 +0000 2021,1.4212589968713073e+18,@uchihaanara @Irankanime Can you read? I said i got COVID and STILL GOT the Vaccine. Meaning i had already had the virus and got the  vaccine anyway... smh... Dont try to be a smart a$$.,0.0,0.0,0,0.0,en,1358023024587505667,1421251305138446337,new_wf,https://twitter.com/new_wf/status/1421258996871307269,Positive
Fri Jul 30 23:58:44 +0000 2021,1.4212589928028037e+18,"Covid-19: Pfizer vaccine’s efficacy declined from 96% to 84% four months after second dose, company reports | The BMJ https://t.co/TEyWcWMDaZ",0.0,0.0,0,0.0,en,157793507,1421258992802803717,communeamos,https://twitter.com/communeamos/status/1421258992802803717,Negative
Fri Jul 30 23:58:41 +0000 2021,1.421258982992327e+18,"@Charliegoldsta7 @HunterB98166427 @CATnOATS @CDCgov @CDCMMWR Vaccines teach your body how to produce the fighters it needs without having to allow the virus in, so it can’t replicate itself and spread. If u rely on natural immunity you are allowing covid and its variants to replicate inside you millions of times, and allowing it to spread.",0.0,1.0,0,0.0,en,1313211147177295877,1421156148573581319,TheUnderkater15,https://twitter.com/TheUnderkater15/status/1421258982992326657,Positive
Fri Jul 30 23:58:40 +0000 2021,1.4212589774473503e+18,Unfortunately seems like a lot of people are regurgitating anti vax talking points. There's no biological basis to think the vaccine will cause long term problems while we KNOW COVID can and does.,0.0,1.0,0,1.0,en,3179330696,1421258977447350272,westcoastwashed,https://twitter.com/westcoastwashed/status/1421258977447350272,Positive
Fri Jul 30 23:58:39 +0000 2021,1.4212589727119647e+18,"@MarshaBlackburn Marsha, just stop. You lost your opportunity to responsibly speak on Covid mitigation, mask wearing &amp  vaccines long ago.    You’ll forever be tagged as the party that marched their constituents to the morgue.",0.0,0.0,0,1.0,en,16439053,1421256237061185540,RandymH,https://twitter.com/RandymH/status/1421258972711964674,Neutral
Fri Jul 30 23:58:38 +0000 2021,1.421258970468176e+18,"People are dressing in disguise for COVID-19 vaccines, Missouri doctor says https://t.co/ujvNhOzz4X via @usatoday",0.0,0.0,0,0.0,en,59676625,1421258970468175874,Sammysgranny,https://twitter.com/Sammysgranny/status/1421258970468175874,Neutral
Fri Jul 30 23:58:36 +0000 2021,1.4212589608128755e+18,The Delta variant is more dangerous than the initial Covid 19.   The CDC NEVER said these vaccines don’t work!  Ted Cruz and Rand Paul are LIARS!!!  Don’t let them kill you!!!! Vaccines are safe and they do save lives.,0.0,1.0,0,0.0,en,1228526147283177472,1421258960812875785,RoseJon84835433,https://twitter.com/RoseJon84835433/status/1421258960812875785,Positive
Fri Jul 30 23:58:33 +0000 2021,1.4212589488589578e+18,"@genesimmons Correct me if I am wrong.  Once vaccinated your cells develop protective antibodies (protein chain) which defends against the COVID DNA strand, also the vaccine inserts itself into your chromosomes and prevent other similar DNA latching on.  So you can’t give or get COVID.",1.0,45.0,0,5.0,en,3041548038,1421239650778185735,steven_dor,https://twitter.com/steven_dor/status/1421258948858957825,Positive
Fri Jul 30 23:58:31 +0000 2021,1.421258937622536e+18,@donnieofthedead @5xCharmer @1337_1337_1337 @Brendan85240221 @darabernheim @CNBC We have stats that show the vaccine was slowing transmission and that people with breakthrough illnesses usually have a milder version.   How many confirmed deaths do we have from the vaccine?   How many confirmed deaths do we have from COVID?   It's not a difficult choice.,0.0,1.0,0,0.0,en,2509146054,1421178119747162114,MrsEmilyR,https://twitter.com/MrsEmilyR/status/1421258937622536194,Positive
Fri Jul 30 23:58:30 +0000 2021,1.421258933507969e+18,"If you won’t listen to me, maybe listen to Fox News.  The vaccines work.  Of 163.9 million vaccinated people, 5,601 had breakthrough infections requiring hospitalization for COVID. That’s 0.003%. 1,141 died. That’s 0.001%.  Please get vaccinated.",0.0,0.0,0,0.0,en,2961418076,1421258933507969030,jolielovessumo,https://twitter.com/jolielovessumo/status/1421258933507969030,Positive
Fri Jul 30 23:58:28 +0000 2021,1.421258926474023e+18,@iyiyim @Hypocritefacts You not eating Subway will not increase the odds of your family and friends contracting a potentially fatal disease. You not driving a car around Silverstone? Similarly won't kill them. You not getting a CoViD vaccine - actively increases the risk to yourself and others. Simples.,0.0,5.0,0,4.0,en,444415081,1421082050283585539,GrammatonChurch,https://twitter.com/GrammatonChurch/status/1421258926474022914,Positive
Fri Jul 30 23:58:26 +0000 2021,1.4212589197504717e+18,From social distancing bracelets to vaccine priority: how NSW supermarkets are tackling Covid https://t.co/528cNDD8rz,0.0,0.0,1,10.0,en,125486974,1421258919750471683,lenoretaylor,https://twitter.com/lenoretaylor/status/1421258919750471683,Neutral
Fri Jul 30 23:58:19 +0000 2021,1.4212588886329958e+18,Mitch McConnell campaign buying radio ads urging Kentuckians to take COVID-19 vaccine https://t.co/kVRgcgdQAG via @courierjournal,0.0,0.0,0,0.0,en,24243844,1421258888632995843,jimborick,https://twitter.com/jimborick/status/1421258888632995843,Positive
Fri Jul 30 23:58:17 +0000 2021,1.421258882266116e+18,"@thibodeau_chris @TheMurdockle 95% of new covid cases and 97% of covid deaths are among the unvaccinated. If there are things in your medical history hat prevent you from getting the vaccine, it’s going to be worse for you if you actually get covid. If you’re a high risk category, why aren’t you cautious?",0.0,2.0,0,0.0,en,42723742,1421118304022798336,benmcramer,https://twitter.com/benmcramer/status/1421258882266116097,Positive
Fri Jul 30 23:58:11 +0000 2021,1.4212588570791813e+18,"Maybe people are hung up on the word Vaccine"" If they called it a ""Covid Shot"", would the right wing wackos say, yes I will get a shot?  We all get the flu shot every year yet people still get the flu, just not as bad. Same idea...""",0.0,0.0,0,1.0,en,18127546,1421258857079181314,digital_phreak,https://twitter.com/digital_phreak/status/1421258857079181314,Positive
Fri Jul 30 23:58:11 +0000 2021,1.4212588565634212e+18,"@JMac0987 @CNN @maggiemfox It's extremely rare to get &amp  spread chicken pox after a vaccine. And actually after recovering from chicken pox, one cannot catch it or spread it. I never remember being told I should get the chicken pox vaccine after I recovered from it. The covid vaccine is different?",0.0,0.0,0,1.0,en,1392299592444616704,1421255153219428356,LoveBeingMom5,https://twitter.com/LoveBeingMom5/status/1421258856563421185,Negative
Fri Jul 30 23:58:11 +0000 2021,1.4212588559720527e+18,@Jiffy_ds Probably not if the vaccines don’t cover the delta version of COVID,0.0,1.0,0,1.0,en,3373241201,1421221431505993731,cheekstaty,https://twitter.com/cheekstaty/status/1421258855972052992,Negative
Fri Jul 30 23:58:07 +0000 2021,1.421258840503292e+18,"Need your first or second dose of the COVID-19 vaccine? Get yours at @CineplexMovies in Coquitlam on Friday, Aug. 6.",0.0,0.0,1,0.0,en,486992415,1421258840503291905,cityofcoquitlam,https://twitter.com/cityofcoquitlam/status/1421258840503291905,Neutral
Fri Jul 30 23:58:05 +0000 2021,1.4212588293801367e+18,"@Timcast Because COVID is a viral respiratory disease while SAR2COV is a virus. infected means SARS2COV not Covid the disease as the DNC/Media are reporting. AND, guess what!? The vaccine produces antibodies to SARS2COV alpha strain, which the COVID DISEASE TEST amplifies and triggers.",0.0,0.0,0,0.0,en,1269598973939113987,1421209380041723924,TheDragonPundit,https://twitter.com/TheDragonPundit/status/1421258829380136966,Negative
Fri Jul 30 23:58:03 +0000 2021,1.4212588204461588e+18,@FirearmsPB @azfamily CDC study shows 74% of people infected in Massachusetts Covid outbreak were fully vaccinated so it doesn't necessarily keep Covid away.  I'm against mandating the vaccine for nurses until it is has full FDA approval.,0.0,3.0,0,2.0,en,1400130512404901888,1421235551915569156,Jessica48168542,https://twitter.com/Jessica48168542/status/1421258820446158848,Negative
Fri Jul 30 23:57:53 +0000 2021,1.4212587810156134e+18,"The COVID vaccine is free just like Cloud 9"" - David ""Phreak"" Turley https://t.co/VRSxSgNkjs""",0.0,0.0,0,0.0,en,2314541996,1421258781015613440,swing_nsx,https://twitter.com/swing_nsx/status/1421258781015613440,Positive
Fri Jul 30 23:57:52 +0000 2021,1.4212587744850862e+18,"Wolf, task force urge lawmakers to promote COVID-19 vaccines https://t.co/a9TmFj7U9b via @TimesHeraldPA",0.0,0.0,0,1.0,en,319218210,1421258774485086211,MontcoCourtNews,https://twitter.com/MontcoCourtNews/status/1421258774485086211,Positive
Fri Jul 30 23:57:49 +0000 2021,1.4212587650563315e+18,The mental gymnastics involved here are quite amazing.   Lady is mad that they are telling people the truth.   The Vaccine doesn’t stop COVID.   The Vaccines are useless and could get you killed. They lower your immune systems ability to fight other viruses or strains.,0.0,2.0,1,12.0,en,2209106522,1421258765056331777,ImperatorTruth,https://twitter.com/ImperatorTruth/status/1421258765056331777,Negative
Fri Jul 30 23:57:49 +0000 2021,1.421258764246823e+18,"@noellejt @sri_srikrishna @LazarusLong13 @jbarab @JennaLuche @PPEtoheros @AGoldsmithEsq @SherriDouville @citlanx @BernieDogs4 @lvt2012 @doritmi @BarryHunt008 @akansel @watermelonpunch @NyCovid @Don_Milton @berman_allen @danaparish @AmandaHHTPA @Rose_Marie_Holt @jsolman @shikgupta @CDC_Firstline @kprather88 @jljcolorado @meganranney @AnuAnandaraja @akm5376 @PrasadKasibhat1 @RickABright @linseymarr @drdavidmichaels @brosseau_lisa @celinegounder @mtosterholm @chipatucsd @mdholte @Poppendieck @nynursesunited @AbraarKaran @lindsleininger @DebbieBerkowitz @workingwcovid @ProfLWiley @NationalCOSH @KrutikaKuppalli @OSHAReporter @traependergrast Not so fast. What short of vaccine mandates against COVID-19 for employees can assure employees don’t suffer from the severe cases, hospitalization, and death from occupational exposure to COVID-19?  https://t.co/6r3qyzRfuo https://t.co/6jHgkO90W5",0.0,1.0,3,7.0,en,1271975834031620096,1364743092277039104,UniversalMaski2,https://twitter.com/UniversalMaski2/status/1421258764246822913,Positive
Thu Jul 29 23:59:59 +0000 2021,1.420896922181804e+18,"So they are forcing my sister-in-law to take the Covid Vaccine or else she can Not Graduate from Nursing school, and she's pregnant with her first child. Is this legal? Texas whats going on?",0.0,0.0,0,0.0,en,920137534947991553,1420896922181804032,ignacio1981sala,https://twitter.com/ignacio1981sala/status/1420896922181804032,Positive
Thu Jul 29 23:59:56 +0000 2021,1.4208969090074993e+18,@Junkybuns @Haythem1972 @USVaccineCount So what you are saying is that is exactly how it works. I said  the op considered 50% of people who haven't had the covid vaccine are anti vax but most have already had previous vaccines.,0.0,1.0,0,0.0,en,188528891,1420847240092913666,DaSnOoTeRKiNG,https://twitter.com/DaSnOoTeRKiNG/status/1420896909007499266,Positive
Thu Jul 29 23:59:50 +0000 2021,1.420896880922448e+18,"@BrendaUTKgrad @RhettMitter @laurenboebert They have been working on the Covid vaccine for over a decade, so what’s your point?",0.0,0.0,0,0.0,en,989303595358179329,1420863851424370692,MGreyzck,https://twitter.com/MGreyzck/status/1420896880922447877,Neutral
Thu Jul 29 23:59:49 +0000 2021,1.4208968795088527e+18,@CDCgov Why not get an a anti body test every few months if you had Covid in the past? That’s my plan. If my antibodies wear off I’ll consider vaccine,0.0,0.0,0,0.0,en,4196807835,1347619157450379269,jasonshinn10,https://twitter.com/jasonshinn10/status/1420896879508852736,Positive
Thu Jul 29 23:59:42 +0000 2021,1.4208968498635817e+18,Americans not getting vaccinated —&gt  U.S. hoarding vaccines —&gt  Other nations can’t vaccinate —&gt  COVID continues to mutate —&gt  risk of vaccines becoming less effective increases.,4.0,11.0,47,185.0,en,479724576,1420896849863581697,WalkerBragman,https://twitter.com/WalkerBragman/status/1420896849863581697,Negative
Thu Jul 29 23:59:39 +0000 2021,1.4208968365759775e+18,"@IronChinBoxing @jojo_rabbit_04 @POTUS So easy math give or take 312k covid deaths since vaccination started.  In date of July 26th, it was fact checked and the actual number of deaths related to Covid vaccine was corrected to 6207 thought worth mentioning this include people who died after vaccine regardless",0.0,1.0,0,0.0,en,290982830,1420882077524844551,darkcobrabws,https://twitter.com/darkcobrabws/status/1420896836575977474,Negative
Thu Jul 29 23:59:39 +0000 2021,1.420896835397292e+18,@Melody47593267 @math217k @brookeab Then why is Florida reporting 47 out of 60 cases of the delta variant are vaccinated and the rest are all not vaccinated why am I seeing tweets from people who rushed out to get the vaccine and they are fighting covid a first time or even second in some clearly tunnel vision huh?,0.0,1.0,0,0.0,en,1276495147962777606,1420880981993553920,BREND0FEEDS,https://twitter.com/BREND0FEEDS/status/1420896835397292034,Negative
Thu Jul 29 23:59:38 +0000 2021,1.4208968338706964e+18,Federal Employees and Contractors Face Vaccine Mandates and Tests: COVID News - https://t.co/pyXdOFaS64 #pickmenomics #biden #trump #usa #radio #webplayer https://t.co/g4qPafex6k,0.0,0.0,0,0.0,en,264324755,1420896833870696451,Sentinels24,https://twitter.com/Sentinels24/status/1420896833870696451,Neutral
Thu Jul 29 23:59:38 +0000 2021,1.4208968323774587e+18,"@FredWil86493016 @OHdeptofhealth No vaccine is 100% effective, the questions on there should be that it REDUCES infection, and LESSENS THE RISK of spreading. And compare the health complications of vaccine (incidence &amp  level), with those of Covid on the same checklist.  Gotta weigh with both sides of the scale.",0.0,0.0,0,0.0,en,378398577,1420742154683502607,xZaCloudx,https://twitter.com/xZaCloudx/status/1420896832377458698,Positive
Thu Jul 29 23:59:34 +0000 2021,1.420896817412141e+18,New covid cases in Japan have reached an all-time high (10k in one day). It's almost like holding the world's biggest sporting event in the middle of a pandemic--in a country where the vaccine is only starting to be distributed--is a bad idea.,0.0,3.0,4,13.0,en,190132819,1420896817412141057,BiggestinJapan,https://twitter.com/BiggestinJapan/status/1420896817412141057,Neutral
Thu Jul 29 23:59:28 +0000 2021,1.420896789759152e+18,"GOP WI Sen Johnson on Biden mandating vaccines for federal employees: No one should be pressured, coerced or made to fear reprisal for refusing any medical treatment, including the COVID vaccine…It’s time for Americans to reclaim their freedom.",7.0,17.0,71,248.0,en,16187637,1420896789759152132,ChadPergram,https://twitter.com/ChadPergram/status/1420896789759152132,Negative
Thu Jul 29 23:59:20 +0000 2021,1.4208967561039913e+18,Let me get this straight.   1. They want to force us to vaccinate. 2. The vaccines are causing COVID to spread creating more cases 3. They are using the increase in cases to justify mask mandates. 4. They are going to use the increase in cases to justify more lockdowns  🤔🤔,0.0,1.0,0,0.0,en,1041875866014208000,1420896756103991296,BattleNarrative,https://twitter.com/BattleNarrative/status/1420896756103991296,Negative
Thu Jul 29 23:59:16 +0000 2021,1.4208967419399455e+18,"Yes, I just entered our states sweepstakes for having had the Covid vaccine. Why not? They are giving away $50 grand a day.  No, it’s not why I got the vaccine. They weren’t even doing this in March but what I’m saying is why not enter? I could use $50 grand. Who doesn’t?",0.0,0.0,0,4.0,en,1200468295503228928,1420896741939945473,Peanut38339297,https://twitter.com/Peanut38339297/status/1420896741939945473,Positive
Thu Jul 29 23:59:16 +0000 2021,1.420896739028996e+18,“A coalition of nursing organisations say all Australians could have a first dose of the Covid-19 vaccine within nine weeks if the government let nurses play a greater role in the rollout.” https://t.co/8yWAkkkyPW,2.0,4.0,15,14.0,en,133584406,1420896739028996098,AgnessMack,https://twitter.com/AgnessMack/status/1420896739028996098,Negative
Thu Jul 29 23:59:15 +0000 2021,1.4208967345244488e+18,"I wasn't able to even eat, or stand up, or anything"": COVID-19 survivor wishes she'd gotten the vaccine https://t.co/Bd0wk0aDlu""",2.0,0.0,2,3.0,en,19098792,1420896734524448782,KETV,https://twitter.com/KETV/status/1420896734524448782,Positive
Thu Jul 29 23:59:03 +0000 2021,1.4208966866297037e+18,House Minority Whip Steve Scalise gets COVID-19 vaccine https://t.co/akRSLa4LVZ,0.0,0.0,0,0.0,en,1156385316837740544,1420896686629703680,Jakki88924597,https://twitter.com/Jakki88924597/status/1420896686629703680,Positive
Thu Jul 29 23:59:00 +0000 2021,1.4208966717818675e+18,@CNN So the vaccine was rushed? (Note NYT stated we would have a COVID Vaccine in 2033).,0.0,0.0,0,0.0,en,1280128165755719682,1420836803389661186,DeusVul36405677,https://twitter.com/DeusVul36405677/status/1420896671781867530,Positive
Thu Jul 29 23:58:54 +0000 2021,1.4208966485244436e+18,"@onepatriotchick I question DJT’s Covid response (numbers, tests, masks, vaccines, lockdowns) I question DJT’s hires (incl. Supreme Court picks) I question DJT’s total lack of preparation for election fraud.  .... and he is still alive",0.0,0.0,0,0.0,en,2250905038,1420810312006082560,HPPM4EVER,https://twitter.com/HPPM4EVER/status/1420896648524443653,Neutral
Thu Jul 29 23:58:52 +0000 2021,1.4208966406097551e+18,"@newsmax Not exactly something to be proud of.  Ron DeSantis shows that he is childish and does not care about killing Floridians.  Over 16,000 new COVID infections and hospitals full.  But, yeah, restrict children who cannot get the vaccine from wearing a mask.   #DeathSantis #RemoveRon",0.0,0.0,0,2.0,en,878374435,1420795277259149314,PaulaBPolitics,https://twitter.com/PaulaBPolitics/status/1420896640609755137,Neutral
Thu Jul 29 23:58:49 +0000 2021,1.4208966264036475e+18,"@TerriIsSickOfU @gayguycandleco https://t.co/D2JEle4owE  Overall, across these 40 states, the percent of White people who have received at least one COVID-19 vaccine dose (48%) was roughly 1.3 times higher than the rate for Black people (36%) and 1.2 times higher than the rate for Hispanic people",0.0,0.0,0,1.0,en,1282037650384461825,1420584145638629384,JiffjoffI,https://twitter.com/JiffjoffI/status/1420896626403647489,Neutral
Thu Jul 29 23:58:41 +0000 2021,1.4208965951015567e+18,will the vaccine stop me from getting covid,1.0,5.0,0,1.0,en,3392682887,1420896595101556738,EVass500_,https://twitter.com/EVass500_/status/1420896595101556738,Neutral
Thu Jul 29 23:58:41 +0000 2021,1.420896593037992e+18,This is exactly right. #COVID #vaccines #Immunity @benshapiro @realDailyWire https://t.co/yFCrOtiAUP,0.0,0.0,1,1.0,en,63613314,1420896593037991937,jdevine12,https://twitter.com/jdevine12/status/1420896593037991937,Positive
